scroll,z,k,seed,variant,x,y,inside,capped,guard,seconds
PHerc0257,11585,2,20274500,no-division,3829.91748047,3518.32080078,1,0,0,1.22
PHerc0257,11585,3,20275500,as-is,1008.6829834,5740.703125,1,0,0,1.22
PHerc0257,11585,3,20275500,no-division,3937.68310547,3522.703125,1,0,0,1.22
PHerc0257,11585,4,20276500,as-is,797.945556641,5736.37548828,1,0,0,1.27
PHerc0257,11585,4,20276500,no-division,3774.9453125,3545.37548828,1,0,0,1.27
PHerc0257,11585,5,20277500,as-is,1058.8782959,5676.35644531,1,0,0,1.27
PHerc0257,11585,5,20277500,no-division,3933.87841797,3496.35644531,1,0,0,1.22
PHerc0257,11585,6,20278500,as-is,981.686645508,5756.35546875,1,0,0,1.27
PHerc0257,11585,6,20278500,no-division,3912.68652344,3415.35546875,1,0,0,1.27
PHerc0257,11585,7,20279500,as-is,1160.27722168,5692.69726562,1,0,0,1.22
PHerc0257,11585,7,20279500,no-division,3806.27734375,3482.69726562,1,0,0,1.27
PHerc0257,11585,8,20280500,as-is,866.901611328,5789.18408203,1,0,0,1.27
PHerc0257,11585,8,20280500,no-division,3874.90161133,3581.18408203,1,0,0,1.22
PHerc0257,11585,9,20281500,as-is,1017.8692627,5778.51416016,1,0,0,1.27
PHerc0257,11585,9,20281500,no-division,3934.86914062,3528.51416016,1,0,0,1.27
PHerc0257,11585,10,20282500,as-is,990.616455078,5740.94482422,1,0,0,1.27
PHerc0257,11585,10,20282500,no-division,3813.61621094,3530.94482422,1,0,0,1.22
PHerc0257,11585,11,20283500,as-is,1104.52392578,5706.33496094,1,0,0,1.22
PHerc0257,11585,11,20283500,no-division,3896.52392578,3545.33496094,1,0,0,1.27
PHerc0257,11585,12,20284500,as-is,1056.14794922,5749.43457031,1,0,0,1.27
PHerc0257,11585,12,20284500,no-division,3816.14794922,3486.43457031,1,0,0,1.27
PHerc0257,11585,13,20285500,as-is,934.866088867,5707.984375,1,0,0,1.22
PHerc0257,11585,13,20285500,no-division,3803.86621094,3524.984375,1,0,0,1.27
PHerc0257,11585,14,20286500,as-is,1022.74499512,5668.7109375,1,0,0,1.22
PHerc0257,11585,14,20286500,no-division,3816.74511719,3503.7109375,1,0,0,1.22
PHerc0257,11585,15,20287500,as-is,1030.00134277,5702.80517578,1,0,0,1.27
PHerc0257,11585,15,20287500,no-division,3832.00146484,3532.80517578,1,0,0,1.27
PHerc0257,11585,16,20288500,as-is,1182.25073242,5635.71289062,1,0,0,1.22
PHerc0257,11585,16,20288500,no-division,3856.25073242,3539.71289062,1,0,0,1.22
PHerc0257,11585,17,20289500,as-is,1076.5,5687.2734375,1,0,0,1.27
PHerc0257,11585,17,20289500,no-division,3936.5,3590.2734375,1,0,0,1.22
PHerc0257,11585,18,20290500,as-is,1118.3581543,5747.76171875,1,0,0,1.27
PHerc0257,11585,18,20290500,no-division,3943.35839844,3520.76171875,1,0,0,1.27
PHerc0257,11585,19,20291500,as-is,1127.09265137,5723.25927734,1,0,0,1.27
PHerc0257,11585,19,20291500,no-division,3803.09277344,3518.25927734,1,0,0,1.27
PHerc0257,12206,0,20273121,as-is,1450.17456055,5438.18164062,1,0,0,1.22
PHerc0257,12206,0,20273121,no-division,4050.17456055,3749.18164062,1,0,0,1.22
PHerc0257,12206,1,20274121,as-is,1337.35522461,5576.29052734,1,0,0,1.22
PHerc0257,12206,1,20274121,no-division,3857.35546875,3501.29052734,1,0,0,1.22
PHerc0257,12206,2,20275121,as-is,1431.76672363,5526.45800781,1,0,0,1.22
PHerc0257,12206,2,20275121,no-division,3850.76660156,3462.45800781,1,0,0,1.22
PHerc0257,12206,3,20276121,as-is,1359.94824219,5510.39111328,1,0,0,1.22
PHerc0257,12206,3,20276121,no-division,3901.94824219,3504.39111328,1,0,0,1.22
PHerc0257,12206,4,20277121,as-is,1507.50317383,5465.10009766,1,0,0,1.27
PHerc0257,12206,4,20277121,no-division,4008.50317383,3716.10009766,1,0,0,1.22
PHerc0257,12206,5,20278121,as-is,1313.61413574,5596.58691406,1,0,0,1.22
PHerc0257,12206,5,20278121,no-division,4024.61425781,3704.58691406,1,0,0,1.22
PHerc0257,12206,6,20279121,as-is,1374.33557129,5482.98632812,1,0,0,1.27
PHerc0257,12206,6,20279121,no-division,3931.33544922,3531.98632812,1,0,0,1.27
PHerc0257,12206,7,20280121,as-is,1437.7545166,5488.02148438,1,0,0,1.27
PHerc0257,12206,7,20280121,no-division,3911.75439453,3515.02148438,1,0,0,1.22
PHerc0257,12206,8,20281121,as-is,1341.55895996,5522.66845703,1,0,0,1.27
PHerc0257,12206,8,20281121,no-division,3946.55908203,3558.66845703,1,0,0,1.27
PHerc0257,12206,9,20282121,as-is,1521.61169434,5453.91992188,1,0,0,1.27
PHerc0257,12206,9,20282121,no-division,3892.61181641,3528.91992188,1,0,0,1.27
PHerc0257,12206,10,20283121,as-is,1371.69287109,5517.02197266,1,0,0,1.27
PHerc0257,12206,10,20283121,no-division,3933.69287109,3534.02197266,1,0,0,1.27
PHerc0257,12206,11,20284121,as-is,1216.58117676,5608.78076172,1,0,0,1.27
PHerc0257,12206,11,20284121,no-division,3910.58105469,3508.78076172,1,0,0,1.22
PHerc0257,12206,12,20285121,as-is,1340.35620117,5552.16308594,1,0,0,1.27
PHerc0257,12206,12,20285121,no-division,3879.35620117,3497.16308594,1,0,0,1.27
PHerc0257,12206,13,20286121,as-is,1341.81896973,5484.04248047,1,0,0,1.27
PHerc0257,12206,13,20286121,no-division,3896.81884766,3486.04248047,1,0,0,1.22
PHerc0257,12206,14,20287121,as-is,1268.77380371,5568.29492188,1,0,0,1.22
PHerc0257,12206,14,20287121,no-division,3892.77392578,3487.29492188,1,0,0,1.27
PHerc0257,12206,15,20288121,as-is,1382.31787109,5559.24365234,1,0,0,1.27
PHerc0257,12206,15,20288121,no-division,4019.31787109,3710.24365234,1,0,0,1.22
PHerc0257,12206,16,20289121,as-is,1293.77380371,5536.3046875,1,0,0,1.27
PHerc0257,12206,16,20289121,no-division,3905.77392578,3497.3046875,1,0,0,1.22
PHerc0257,12206,17,20290121,as-is,1447.84631348,5499.13623047,1,0,0,1.22
PHerc0257,12206,17,20290121,no-division,3934.84619141,3687.13623047,1,0,0,1.22
PHerc0257,12206,18,20291121,as-is,1353.22827148,5516.19091797,1,0,0,1.22
PHerc0257,12206,18,20291121,no-division,3926.22851562,3531.19091797,1,0,0,1.22
PHerc0257,12206,19,20292121,as-is,1408.70959473,5545.87109375,1,0,0,1.22
PHerc0257,12206,19,20292121,no-division,3920.70947266,3513.87109375,1,0,0,1.22
PHerc0257,12827,0,20273742,as-is,480.112915039,6199.58447266,1,0,0,1.22
PHerc0257,12827,0,20273742,no-division,3835.11279297,3784.58447266,1,0,0,1.22
PHerc0257,12827,1,20274742,as-is,505.370056152,6168.40185547,1,0,0,1.22
PHerc0257,12827,1,20274742,no-division,3958.37011719,3790.40185547,1,0,0,1.22
PHerc0257,12827,2,20275742,as-is,457.909667969,6148.81494141,1,0,0,1.22
PHerc0257,12827,2,20275742,no-division,3968.90966797,3812.81494141,1,0,0,1.22
PHerc0257,12827,3,20276742,as-is,544.910522461,6078.53222656,1,0,0,1.22
PHerc0257,12827,3,20276742,no-division,4194.91064453,4314.53222656,1,0,0,1.22
PHerc0257,12827,4,20277742,as-is,607.404541016,6164.82568359,1,0,0,1.22
PHerc0257,12827,4,20277742,no-division,4062.40454102,3686.82568359,1,0,0,1.22
PHerc0257,12827,5,20278742,as-is,693.56262207,6083.05859375,1,0,0,1.22
PHerc0257,12827,5,20278742,no-division,3906.5625,3774.05859375,1,0,0,1.22
PHerc0257,12827,6,20279742,as-is,686.097351074,6147.17822266,1,0,0,1.22
PHerc0257,12827,6,20279742,no-division,4170.09765625,4143.17822266,1,0,0,1.22
PHerc0257,12827,7,20280742,as-is,527.997741699,6129.94238281,1,0,0,1.22
PHerc0257,12827,7,20280742,no-division,4075.99780273,3718.94238281,1,0,0,1.22
PHerc0257,12827,8,20281742,as-is,685.058532715,6028.74511719,1,0,0,1.22
PHerc0257,12827,8,20281742,no-division,4208.05859375,4378.74511719,1,0,0,1.22
PHerc0257,12827,9,20282742,as-is,675.362915039,6083.76513672,1,0,0,1.22
PHerc0257,12827,9,20282742,no-division,4034.36279297,3673.76513672,1,0,0,1.22
PHerc0257,12827,10,20283742,as-is,649.149536133,6124.74853516,1,0,0,1.22
PHerc0257,12827,10,20283742,no-division,4155.14941406,4212.74853516,1,0,0,1.22
PHerc0257,12827,11,20284742,as-is,618.117919922,6082.22949219,1,0,0,1.22
PHerc0257,12827,11,20284742,no-division,4002.11791992,3811.22949219,1,0,0,1.22
PHerc0257,12827,12,20285742,as-is,714.879699707,6103.84375,1,0,0,1.22
PHerc0257,12827,12,20285742,no-division,4047.87963867,3671.84375,1,0,0,1.22
PHerc0257,12827,13,20286742,as-is,714.930664062,6059.73974609,1,0,0,1.22
PHerc0257,12827,13,20286742,no-division,3962.93066406,3792.73974609,1,0,0,1.22
PHerc0257,12827,14,20287742,as-is,613.164916992,6118.86376953,1,0,0,1.22
PHerc0257,12827,14,20287742,no-division,3871.16503906,3784.86376953,1,0,0,1.22
PHerc0257,12827,15,20288742,as-is,629.184326172,6154.22607422,1,0,0,1.22
PHerc0257,12827,15,20288742,no-division,4171.18457031,4267.22607422,1,0,0,1.22
PHerc0257,12827,16,20289742,as-is,675.044067383,6100.984375,1,0,0,1.22
PHerc0257,12827,16,20289742,no-division,4138.04394531,4227.984375,1,0,0,1.22
PHerc0257,12827,17,20290742,as-is,698.817016602,6081.02734375,1,0,0,1.22
PHerc0257,12827,17,20290742,no-division,4213.81689453,4380.02734375,1,0,0,1.22
PHerc0257,12827,18,20291742,as-is,567.691833496,6110.015625,1,0,0,1.22
PHerc0257,12827,18,20291742,no-division,3917.69189453,3815.015625,1,0,0,1.22
PHerc0257,12827,19,20292742,as-is,743.453491211,6014.08886719,1,0,0,1.22
PHerc0257,12827,19,20292742,no-division,4204.45361328,4320.08886719,1,0,0,1.22
PHerc0257,13449,0,20274364,as-is,641.201660156,6011.02978516,1,0,0,1.22
PHerc0257,13449,0,20274364,no-division,3972.20166016,3817.02978516,1,0,0,1.22
PHerc0257,13449,1,20275364,as-is,727.879455566,6007.77929688,1,0,0,1.22
PHerc0257,13449,1,20275364,no-division,3962.87939453,3793.77929688,1,0,0,1.22
PHerc0257,13449,2,20276364,as-is,482.546020508,6081.87451172,1,0,0,1.22
PHerc0257,13449,2,20276364,no-division,3967.54589844,3811.87451172,1,0,0,1.22
PHerc0257,13449,3,20277364,as-is,689.544494629,6027.23291016,1,0,0,1.22
PHerc0257,13449,3,20277364,no-division,3968.54443359,3801.23291016,1,0,0,1.22
PHerc0257,13449,4,20278364,as-is,786.765380859,6008.31201172,1,0,0,1.22
PHerc0257,13449,4,20278364,no-division,3961.76538086,3772.31201172,1,0,0,1.22
PHerc0257,13449,5,20279364,as-is,632.989440918,6074.56494141,1,0,0,1.22
PHerc0257,13449,5,20279364,no-division,3945.98950195,3763.56494141,1,0,0,1.22
PHerc0257,13449,6,20280364,as-is,607.166381836,6070.83691406,1,0,0,1.22
PHerc0257,13449,6,20280364,no-division,3979.16650391,3834.83691406,1,0,0,1.22
PHerc0257,13449,7,20281364,as-is,669.338134766,6020.734375,1,0,0,1.22
PHerc0257,13449,7,20281364,no-division,3946.33789062,3750.734375,1,0,0,1.22
PHerc0257,13449,8,20282364,as-is,635.234130859,6007.14501953,1,0,0,1.22
PHerc0257,13449,8,20282364,no-division,3954.234375,3780.14501953,1,0,0,1.22
PHerc0257,13449,9,20283364,as-is,600.192749023,6080.46337891,1,0,0,1.22
PHerc0257,13449,9,20283364,no-division,4021.19287109,3913.46337891,1,0,0,1.22
PHerc0257,13449,10,20284364,as-is,540.566772461,6095.57324219,1,0,0,1.17
PHerc0257,13449,10,20284364,no-division,3996.56689453,3843.57324219,1,0,0,1.17
PHerc0257,13449,11,20285364,as-is,741.930053711,6039.14892578,1,0,0,1.22
PHerc0257,13449,11,20285364,no-division,3996.93017578,3843.14892578,1,0,0,1.22
PHerc0257,13449,12,20286364,as-is,848.231933594,5966.03662109,1,0,0,1.22
PHerc0257,13449,12,20286364,no-division,3945.23193359,3754.03662109,1,0,0,1.22
PHerc0257,13449,13,20287364,as-is,627.236206055,5990.03857422,1,0,0,1.22
PHerc0257,13449,13,20287364,no-division,3970.23632812,3794.03857422,1,0,0,1.22
PHerc0257,13449,14,20288364,as-is,598.966064453,6089.60888672,1,0,0,1.22
PHerc0257,13449,14,20288364,no-division,3971.96582031,3796.60888672,1,0,0,1.22
PHerc0257,13449,15,20289364,as-is,532.563049316,6071.06542969,1,0,0,1.22
PHerc0257,13449,15,20289364,no-division,4058.56298828,3984.06542969,1,0,0,1.22
PHerc0257,13449,16,20290364,as-is,496.633911133,6099.49462891,1,0,0,1.22
PHerc0257,13449,16,20290364,no-division,3978.63378906,3799.49462891,1,0,0,1.22
PHerc0257,13449,17,20291364,as-is,715.222167969,6057.82421875,1,0,0,1.22
PHerc0257,13449,17,20291364,no-division,4105.22216797,4064.82421875,1,0,0,1.22
PHerc0257,13449,18,20292364,as-is,627.861999512,6011.90576172,1,0,0,1.22
PHerc0257,13449,18,20292364,no-division,4081.86206055,3991.90576172,1,0,0,1.22
PHerc0257,13449,19,20293364,as-is,775.694091797,6026.15332031,1,0,0,1.22
PHerc0257,13449,19,20293364,no-division,3959.6940918,3783.15332031,1,0,0,1.22
PHerc0257,14070,0,20274985,as-is,-2028.21386719,8204.61230469,0,0,0,1.22
PHerc0257,14070,0,20274985,no-division,3946.78613281,3874.61230469,1,0,0,1.22
PHerc0257,14070,1,20275985,as-is,-2270.2644043,8336.34570312,0,0,0,1.22
PHerc0257,14070,1,20275985,no-division,3962.73535156,3940.34619141,1,0,0,1.22
PHerc0257,14070,2,20276985,as-is,-1906.51245117,8142.90429688,0,0,0,1.22
PHerc0257,14070,2,20276985,no-division,3640.48730469,3810.90429688,1,0,0,1.22
PHerc0257,14070,3,20277985,as-is,-1869.71777344,8122.78125,0,0,0,1.22
PHerc0257,14070,3,20277985,no-division,3941.28222656,3901.78173828,1,0,0,1.22
PHerc0257,14070,4,20278985,as-is,-2082.43408203,8222.29492188,0,0,0,1.22
PHerc0257,14070,4,20278985,no-division,3969.56591797,3974.29443359,1,0,0,1.27
PHerc0257,14070,5,20279985,as-is,-1874.58984375,8093.05664062,0,0,0,1.27
PHerc0257,14070,5,20279985,no-division,3990.41015625,3971.05664062,1,0,0,1.27
PHerc0257,14070,6,20280985,as-is,-1835.72558594,8168.06347656,0,0,0,1.22
PHerc0257,14070,6,20280985,no-division,3937.27441406,3762.06347656,1,0,0,1.22
PHerc0257,14070,7,20281985,as-is,-1898.53613281,8003.33398438,0,0,0,1.22
PHerc0257,14070,7,20281985,no-division,3981.46386719,4017.33398438,1,0,0,1.22
PHerc0257,14070,8,20282985,as-is,-2115.62573242,8416.84472656,0,0,0,1.22
PHerc0257,14070,8,20282985,no-division,4007.37451172,3771.84472656,1,0,0,1.22
PHerc0257,14070,9,20283985,as-is,-1659.29614258,7921.703125,0,0,0,1.22
PHerc0257,14070,9,20283985,no-division,3946.70410156,3768.703125,1,0,0,1.22
PHerc0257,14070,10,20284985,as-is,-1236.4519043,7781.06054688,0,0,0,1.22
PHerc0257,14070,10,20284985,no-division,3951.54785156,3865.06054688,1,0,0,1.22
PHerc0257,14070,11,20285985,as-is,-2185.96875,8308.49023438,0,0,0,1.22
PHerc0257,14070,11,20285985,no-division,3946.03125,3884.49023438,1,0,0,1.22
PHerc0257,14070,12,20286985,as-is,-1791.33203125,8158.1875,0,0,0,1.22
PHerc0257,14070,12,20286985,no-division,3976.66796875,3982.18798828,1,0,0,1.22
PHerc0257,14070,13,20287985,as-is,-2090.70092773,8211.65429688,0,0,0,1.22
PHerc0257,14070,13,20287985,no-division,3982.29882812,4017.65429688,1,0,0,1.22
PHerc0257,14070,14,20288985,as-is,-1623.34326172,7933.74951172,0,0,0,1.22
PHerc0257,14070,14,20288985,no-division,3642.65673828,3824.74951172,1,0,0,1.22
PHerc0257,14070,15,20289985,as-is,-2507.05004883,8499.2109375,0,0,0,1.22
PHerc0257,14070,15,20289985,no-division,3991.95019531,4019.21142578,1,0,0,1.22
PHerc0257,14070,16,20290985,as-is,-1990.00585938,8153.8671875,0,0,0,1.22
PHerc0257,14070,16,20290985,no-division,3942.99414062,3870.86767578,1,0,0,1.22
PHerc0257,14070,17,20291985,as-is,-1765.08398438,8036.51416016,0,0,0,1.22
PHerc0257,14070,17,20291985,no-division,3947.91601562,3887.51416016,1,0,0,1.22
PHerc0257,14070,18,20292985,as-is,-1651.56860352,7961.93652344,0,0,0,1.22
PHerc0257,14070,18,20292985,no-division,3979.43164062,4009.93652344,1,0,0,1.22
PHerc0257,14070,19,20293985,as-is,-1846.90478516,8238.66210938,0,0,0,1.22
PHerc0257,14070,19,20293985,no-division,3937.09521484,3855.66162109,1,0,0,1.22
PHerc0257,14691,0,20275606,as-is,-1447.90332031,8043.32324219,0,0,0,1.22
PHerc0257,14691,0,20275606,no-division,3980.09667969,4066.32324219,1,0,0,1.22
PHerc0257,14691,1,20276606,as-is,-1504.03759766,7954.5625,0,0,0,1.22
PHerc0257,14691,1,20276606,no-division,4050.96240234,4167.56298828,1,0,0,1.22
PHerc0257,14691,2,20277606,as-is,-1577.31445312,8060.01660156,0,0,0,1.22
PHerc0257,14691,2,20277606,no-division,4036.68554688,4160.01660156,1,0,0,1.22
PHerc0257,14691,3,20278606,as-is,-1846.27099609,8294.55273438,0,0,0,1.22
PHerc0257,14691,3,20278606,no-division,4037.72900391,4150.55322266,1,0,0,1.22
PHerc0257,14691,4,20279606,as-is,-2509.06396484,8698.52539062,0,0,0,1.22
PHerc0257,14691,4,20279606,no-division,4002.93603516,4076.52587891,1,0,0,1.22
PHerc0257,14691,5,20280606,as-is,-2084.4519043,8464.08789062,0,0,0,1.22
PHerc0257,14691,5,20280606,no-division,4052.54785156,4163.08837891,1,0,0,1.22
PHerc0257,14691,6,20281606,as-is,-1563.3762207,8104.95507812,0,0,0,1.22
PHerc0257,14691,6,20281606,no-division,4035.62402344,4137.95507812,1,0,0,1.22
PHerc0257,14691,7,20282606,as-is,-1450.64453125,8095.82617188,0,0,0,1.22
PHerc0257,14691,7,20282606,no-division,4022.35546875,4117.82617188,1,0,0,1.22
PHerc0257,14691,8,20283606,as-is,-1667.38208008,8097.97265625,0,0,0,1.22
PHerc0257,14691,8,20283606,no-division,4011.61816406,4107.97314453,1,0,0,1.22
PHerc0257,14691,9,20284606,as-is,-1803.70996094,8349.76367188,0,0,0,1.22
PHerc0257,14691,9,20284606,no-division,4071.29003906,4187.76318359,1,0,0,1.22
PHerc0257,14691,10,20285606,as-is,-1360.0559082,7988.18652344,0,0,0,1.22
PHerc0257,14691,10,20285606,no-division,4048.94433594,4173.18652344,1,0,0,1.22
PHerc0257,14691,11,20286606,as-is,-1404.57080078,7906.4140625,0,0,0,1.22
PHerc0257,14691,11,20286606,no-division,4023.42919922,4132.41357422,1,0,0,1.22
PHerc0257,14691,12,20287606,as-is,-2063.05371094,8235.76953125,0,0,0,1.22
PHerc0257,14691,12,20287606,no-division,4045.94628906,4146.76904297,1,0,0,1.22
PHerc0257,14691,13,20288606,as-is,-1537.59765625,8141.06835938,0,0,0,1.22
PHerc0257,14691,13,20288606,no-division,4024.40234375,4130.06884766,1,0,0,1.22
PHerc0257,14691,14,20289606,as-is,-1432.55810547,8039.01269531,0,0,0,1.27
PHerc0257,14691,14,20289606,no-division,3971.44189453,4006.01269531,1,0,0,1.22
PHerc0257,14691,15,20290606,as-is,-1952.16845703,8235.76367188,0,0,0,1.22
PHerc0257,14691,15,20290606,no-division,4033.83154297,4143.76367188,1,0,0,1.22
PHerc0257,14691,16,20291606,as-is,-1787.21166992,8286.37011719,0,0,0,1.22
PHerc0257,14691,16,20291606,no-division,4040.78808594,4143.37011719,1,0,0,1.22
PHerc0257,14691,17,20292606,as-is,-1751.37207031,8186.84570312,0,0,0,1.22
PHerc0257,14691,17,20292606,no-division,4053.62792969,4142.84619141,1,0,0,1.22
PHerc0257,14691,18,20293606,as-is,-1468.50585938,8016.77636719,0,0,0,1.22
PHerc0257,14691,18,20293606,no-division,4020.49414062,4121.77636719,1,0,0,1.22
PHerc0257,14691,19,20294606,as-is,-1286.75158691,7982.37109375,0,0,0,1.22
PHerc0257,14691,19,20294606,no-division,3983.24853516,4085.37158203,1,0,0,1.22
PHerc0257,15312,0,20276227,as-is,2290.66088867,6685.75927734,1,0,0,1.22
PHerc0257,15312,0,20276227,no-division,4287.66113281,4310.75927734,1,0,0,1.22
PHerc0257,15312,1,20277227,as-is,2288.35180664,6727.39404297,1,0,0,1.22
PHerc0257,15312,1,20277227,no-division,4265.3515625,4291.39404297,1,0,0,1.22
PHerc0257,15312,2,20278227,as-is,2277.84179688,6819.26904297,1,0,0,1.22
PHerc0257,15312,2,20278227,no-division,4172.84179688,4232.26904297,1,0,0,1.22
PHerc0257,15312,3,20279227,as-is,2507.4777832,6571.93408203,1,0,0,1.22
PHerc0257,15312,3,20279227,no-division,4134.47753906,4209.93408203,1,0,0,1.22
PHerc0257,15312,4,20280227,as-is,3638.38989258,5767.57275391,1,0,0,1.22
PHerc0257,15312,4,20280227,no-division,4197.38964844,4239.57275391,1,0,0,1.22
PHerc0257,15312,5,20281227,as-is,2387.07861328,6652.15917969,1,0,0,1.22
PHerc0257,15312,5,20281227,no-division,4219.07861328,4242.15917969,1,0,0,1.22
PHerc0257,15312,6,20282227,as-is,3490.63037109,5870.44140625,1,0,0,1.22
PHerc0257,15312,6,20282227,no-division,4264.63037109,4301.44140625,1,0,0,1.22
PHerc0257,15312,7,20283227,as-is,3589.41772461,5940.86132812,1,0,0,1.22
PHerc0257,15312,7,20283227,no-division,4284.41796875,4314.86132812,1,0,0,1.22
PHerc0257,15312,8,20284227,as-is,2327.28686523,6679.90332031,1,0,0,1.22
PHerc0257,15312,8,20284227,no-division,4192.28710938,4238.90332031,1,0,0,1.22
PHerc0257,15312,9,20285227,as-is,4165.37597656,4219.94921875,1,0,0,1.22
PHerc0257,15312,9,20285227,no-division,4312.37597656,4349.94921875,1,0,0,1.22
PHerc0257,15312,10,20286227,as-is,2151.91064453,6866.28369141,1,0,0,1.22
PHerc0257,15312,10,20286227,no-division,4176.91064453,4237.28369141,1,0,0,1.22
PHerc0257,15312,11,20287227,as-is,3629.66430664,5777.68945312,1,0,0,1.22
PHerc0257,15312,11,20287227,no-division,4141.6640625,4216.68945312,1,0,0,1.22
PHerc0257,15312,12,20288227,as-is,2569.53149414,6578.18359375,1,0,0,1.22
PHerc0257,15312,12,20288227,no-division,4185.53125,4235.18359375,1,0,0,1.22
PHerc0257,15312,13,20289227,as-is,2444.82641602,6552.13574219,1,0,0,1.22
PHerc0257,15312,13,20289227,no-division,4180.82617188,4234.13574219,1,0,0,1.27
PHerc0257,15312,14,20290227,as-is,2398.0637207,6638.36816406,1,0,0,1.22
PHerc0257,15312,14,20290227,no-division,4211.06347656,4253.36816406,1,0,0,1.22
PHerc0257,15312,15,20291227,as-is,2564.12182617,6531.32373047,1,0,0,1.22
PHerc0257,15312,15,20291227,no-division,4198.12207031,4252.32373047,1,0,0,1.22
PHerc0257,15312,16,20292227,as-is,2487.89892578,6564.88378906,1,0,0,1.22
PHerc0257,15312,16,20292227,no-division,4196.89892578,4248.88378906,1,0,0,1.22
PHerc0257,15312,17,20293227,as-is,3725.37475586,5732.88427734,1,0,0,1.22
PHerc0257,15312,17,20293227,no-division,4161.375,4228.88427734,1,0,0,1.22
PHerc0257,15312,18,20294227,as-is,2458.42602539,6602.85742188,1,0,0,1.22
PHerc0257,15312,18,20294227,no-division,4174.42578125,4239.85742188,1,0,0,1.22
PHerc0257,15312,19,20295227,as-is,2161.49780273,6791.52587891,1,0,0,1.22
PHerc0257,15312,19,20295227,no-division,4180.49804688,4227.52587891,1,0,0,1.22
PHerc0257,15934,0,20276849,as-is,4077.51318359,4111.68554688,1,0,0,1.22
PHerc0257,15934,0,20276849,no-division,4048.51318359,4092.68554688,1,0,0,1.22
PHerc0257,15934,1,20277849,as-is,4074.41210938,4110.80615234,1,0,0,1.27
PHerc0257,15934,1,20277849,no-division,4350.41210938,4245.80615234,1,0,0,1.22
PHerc0257,15934,2,20278849,as-is,4340.61132812,4271.97558594,1,0,0,1.22
PHerc0257,15934,2,20278849,no-division,4352.61132812,4261.97558594,1,0,0,1.22
PHerc0257,15934,3,20279849,as-is,4038.18945312,4109.18554688,1,0,0,1.22
PHerc0257,15934,3,20279849,no-division,4030.18945312,4110.18554688,1,0,0,1.22
PHerc0257,15934,4,20280849,as-is,4087.87109375,4135.87060547,1,0,0,1.22
PHerc0257,15934,4,20280849,no-division,4363.87109375,4237.87060547,1,0,0,1.22
PHerc0257,15934,5,20281849,as-is,4119.54736328,4868.74023438,1,0,0,1.22
PHerc0257,15934,5,20281849,no-division,4048.54736328,4095.74023438,1,0,0,1.22
PHerc0257,15934,6,20282849,as-is,4136.15039062,4161.74414062,1,0,0,1.22
PHerc0257,15934,6,20282849,no-division,4135.15039062,4162.74414062,1,0,0,1.22
PHerc0257,15934,7,20283849,as-is,4082.10791016,4116.76611328,1,0,0,1.22
PHerc0257,15934,7,20283849,no-division,4084.10791016,4105.76611328,1,0,0,1.22
PHerc0257,15934,8,20284849,as-is,4117.55175781,4129.84277344,1,0,0,1.22
PHerc0257,15934,8,20284849,no-division,4133.55175781,4098.84277344,1,0,0,1.22
PHerc0257,15934,9,20285849,as-is,4091.32568359,4124.02001953,1,0,0,1.22
PHerc0257,15934,9,20285849,no-division,4086.32568359,4112.02001953,1,0,0,1.22
PHerc0257,15934,10,20286849,as-is,4030.88232422,4903.77246094,1,0,0,1.22
PHerc0257,15934,10,20286849,no-division,4439.88232422,4325.77246094,1,0,0,1.22
PHerc0257,15934,11,20287849,as-is,3954.83984375,4853.46484375,1,0,0,1.22
PHerc0257,15934,11,20287849,no-division,4076.83984375,4122.46484375,1,0,0,1.22
PHerc0257,15934,12,20288849,as-is,3967.47900391,4938.68798828,1,0,0,1.22
PHerc0257,15934,12,20288849,no-division,4227.47900391,4287.68798828,1,0,0,1.22
PHerc0257,15934,13,20289849,as-is,4075.03125,4125.57373047,1,0,0,1.22
PHerc0257,15934,13,20289849,no-division,4051.03125,4104.57373047,1,0,0,1.22
PHerc0257,15934,14,20290849,as-is,4062.87060547,4126.36425781,1,0,0,1.22
PHerc0257,15934,14,20290849,no-division,4048.87060547,4113.36425781,1,0,0,1.22
PHerc0257,15934,15,20291849,as-is,4142.21923828,4893.89501953,1,0,0,1.22
PHerc0257,15934,15,20291849,no-division,4065.21923828,4093.89501953,1,0,0,1.22
PHerc0257,15934,16,20292849,as-is,4091.64453125,4148.77685547,1,0,0,1.22
PHerc0257,15934,16,20292849,no-division,4092.64453125,4150.77685547,1,0,0,1.27
PHerc0257,15934,17,20293849,as-is,4055.66601562,4860.46435547,1,0,0,1.27
PHerc0257,15934,17,20293849,no-division,4438.66601562,4317.46435547,1,0,0,1.27
PHerc0257,15934,18,20294849,as-is,3948.36938477,4905.94433594,1,0,0,1.22
PHerc0257,15934,18,20294849,no-division,4087.36938477,4120.94433594,1,0,0,1.27
PHerc0257,15934,19,20295849,as-is,4109.80859375,4157.09667969,1,0,0,1.27
PHerc0257,15934,19,20295849,no-division,4116.80859375,4154.09667969,1,0,0,1.27
PHerc0257,16555,0,20277470,as-is,4428.30810547,4255.39746094,1,0,0,1.22
PHerc0257,16555,0,20277470,no-division,4442.30810547,4189.39746094,1,0,0,1.27
PHerc0257,16555,1,20278470,as-is,4529.04052734,4822.69140625,1,0,0,1.27
