scroll,z,k,seed,p,x,y,inside,capped,guard,seconds
PHerc0826,10035,12,20282950,1.5,2851.17871094,4748.18066406,1,0,0,1.22
PHerc0826,10035,13,20283950,1.5,2975.15087891,5289.61962891,1,0,0,1.22
PHerc0826,10035,14,20284950,1.5,3006.69384766,5286.69384766,1,0,0,1.22
PHerc0826,10035,15,20285950,1.5,2861.21533203,4732.47558594,1,0,0,1.22
PHerc0826,10035,16,20286950,1.5,2957.71777344,5293.37207031,1,0,0,1.22
PHerc0826,10035,17,20287950,1.5,2760.33300781,4724.76660156,1,0,0,1.22
PHerc0826,10035,18,20288950,1.5,2767.81542969,4799.0078125,1,0,0,1.22
PHerc0826,10035,19,20289950,1.5,2977.74072266,5293.56201172,1,0,0,1.22
PHerc0826,10658,0,20271573,1.5,3084.83496094,5299.82128906,1,0,0,1.22
PHerc0826,10658,1,20272573,1.5,3097.49560547,5299.41552734,1,0,0,1.22
PHerc0826,10658,2,20273573,1.5,3087.08007812,5301.66015625,1,0,0,1.22
PHerc0826,10658,3,20274573,1.5,3209.06396484,5345.30810547,1,0,0,1.22
PHerc0826,10658,4,20275573,1.5,2946.97363281,5303.90478516,1,0,0,1.22
PHerc0826,10658,5,20276573,1.5,4101.74609375,5437.06494141,1,0,0,1.22
PHerc0826,10658,6,20277573,1.5,3118.390625,5301.24316406,1,0,0,1.22
PHerc0826,10658,7,20278573,1.5,3858.97216797,4915.171875,1,0,0,1.22
PHerc0826,10658,8,20279573,1.5,3796.15917969,5008.56542969,1,0,0,1.22
PHerc0826,10658,9,20280573,1.5,3079.0168457,5305.68457031,1,0,0,1.22
PHerc0826,10658,10,20281573,1.5,3086.51708984,5292.875,1,0,0,1.22
PHerc0826,10658,11,20282573,1.5,3113.77978516,5311.39355469,1,0,0,1.22
PHerc0826,10658,12,20283573,1.5,2930.92578125,5368.22265625,1,0,0,1.22
PHerc0826,10658,13,20284573,1.5,3110.28076172,5299.20947266,1,0,0,1.22
PHerc0826,10658,14,20285573,1.5,3078.52978516,5289.84667969,1,0,0,1.22
PHerc0826,10658,15,20286573,1.5,2947.69433594,5285.97998047,1,0,0,1.22
PHerc0826,10658,16,20287573,1.5,3521.28564453,4977.22705078,1,0,0,1.27
PHerc0826,10658,17,20288573,1.5,2899.40478516,5317.29785156,1,0,0,1.22
PHerc0826,10658,18,20289573,1.5,2961.79052734,5295.45410156,1,0,0,1.22
PHerc0826,10658,19,20290573,1.5,3084.05419922,5298.37988281,1,0,0,1.22
PHerc0826,11281,0,20272196,1.5,2907.31396484,4989.49511719,1,0,0,1.22
PHerc0826,11281,1,20273196,1.5,2929.24316406,4820.15722656,1,0,0,1.22
PHerc0826,11281,2,20274196,1.5,2927.07666016,4965.91992188,1,0,0,1.22
PHerc0826,11281,3,20275196,1.5,3112.0546875,4909.875,1,0,0,1.22
PHerc0826,11281,4,20276196,1.5,2906.91259766,4976.70068359,1,0,0,1.22
PHerc0826,11281,5,20277196,1.5,3307.10986328,5305.91162109,1,0,0,1.22
PHerc0826,11281,6,20278196,1.5,3188.38232422,5178.50390625,1,0,0,1.22
PHerc0826,11281,7,20279196,1.5,3005.19335938,4954.73583984,1,0,0,1.22
PHerc0826,11281,8,20280196,1.5,3192.67529297,4910.08007812,1,0,0,1.22
PHerc0826,11281,9,20281196,1.5,3091.67626953,4907.30126953,1,0,0,1.22
PHerc0826,11281,10,20282196,1.5,2908.35253906,4793.20507812,1,0,0,1.22
PHerc0826,11281,11,20283196,1.5,2912.62646484,4977.59375,1,0,0,1.22
PHerc0826,11281,12,20284196,1.5,3092.87548828,4878.92773438,1,0,0,1.22
PHerc0826,11281,13,20285196,1.5,2977.31738281,4721.07910156,1,0,0,1.22
PHerc0826,11281,14,20286196,1.5,3074.66894531,4918.76416016,1,0,0,1.22
PHerc0826,11281,15,20287196,1.5,2962.72607422,4930.77441406,1,0,0,1.27
PHerc0826,11281,16,20288196,1.5,2931.97070312,4995.18798828,1,0,0,1.22
PHerc0826,11281,17,20289196,1.5,3085.10351562,4914.71386719,1,0,0,1.22
PHerc0826,11281,18,20290196,1.5,3109.1015625,4905.64990234,1,0,0,1.22
PHerc0826,11281,19,20291196,1.5,2396.96044922,5014.37158203,1,0,0,1.22
PHerc0826,11903,0,20272818,1.5,3654.12011719,5277.93847656,1,0,0,1.22
PHerc0826,11903,1,20273818,1.5,4523.06689453,5062.58496094,1,0,0,1.22
PHerc0826,11903,2,20274818,1.5,3992.94335938,5060.92382812,1,0,0,1.22
PHerc0826,11903,3,20275818,1.5,3787.92626953,4760.64257812,1,0,0,1.22
PHerc0826,11903,4,20276818,1.5,3492.34326172,5047.78076172,1,0,0,1.22
PHerc0826,11903,5,20277818,1.5,3619.68359375,5052.59179688,1,0,0,1.22
PHerc0826,11903,6,20278818,1.5,4527.37255859,5078.41992188,1,0,0,1.22
PHerc0826,11903,7,20279818,1.5,3575.02490234,5073.21630859,1,0,0,1.22
PHerc0826,11903,8,20280818,1.5,3801.63525391,5078.20507812,1,0,0,1.22
PHerc0826,11903,9,20281818,1.5,4168.21386719,4887.62451172,1,0,0,1.22
PHerc0826,11903,10,20282818,1.5,4383.63867188,4829.04736328,1,0,0,1.22
PHerc0826,11903,11,20283818,1.5,4466.72998047,5055.48681641,1,0,0,1.22
PHerc0826,11903,12,20284818,1.5,3585.72412109,5086.98828125,1,0,0,1.22
PHerc0826,11903,13,20285818,1.5,4531.52246094,5064.89111328,1,0,0,1.22
PHerc0826,11903,14,20286818,1.5,3615.39453125,5087.65722656,1,0,0,1.22
PHerc0826,11903,15,20287818,1.5,3920.86816406,5077.62695312,1,0,0,1.22
PHerc0826,11903,16,20288818,1.5,4680.10205078,5051.32861328,1,0,0,1.22
PHerc0826,11903,17,20289818,1.5,3707.81640625,4779.47998047,1,0,0,1.22
PHerc0826,11903,18,20290818,1.5,3575.78662109,5073.55371094,1,0,0,1.22
PHerc0826,11903,19,20291818,1.5,3508.50976562,5069.9921875,1,0,0,1.22
PHerc0826,12526,0,20273441,1.5,4577.3203125,4921.52832031,1,0,0,1.22
PHerc0826,12526,1,20274441,1.5,4748.16650391,5124.89013672,1,0,0,1.22
PHerc0826,12526,2,20275441,1.5,4607.14453125,4920.47998047,1,0,0,1.22
PHerc0826,12526,3,20276441,1.5,3713.68701172,4852.52734375,1,0,0,1.22
PHerc0826,12526,4,20277441,1.5,4557.67089844,4925.37158203,1,0,0,1.22
PHerc0826,12526,5,20278441,1.5,3607.32373047,4820.61914062,1,0,0,1.22
PHerc0826,12526,6,20279441,1.5,4619.05566406,4930.8046875,1,0,0,1.22
PHerc0826,12526,7,20280441,1.5,3540.27001953,4824.52587891,1,0,0,1.22
PHerc0826,12526,8,20281441,1.5,4928.55908203,4973.8203125,1,0,0,1.22
PHerc0826,12526,9,20282441,1.5,4610.25097656,4929.54443359,1,0,0,1.22
PHerc0826,12526,10,20283441,1.5,4651.62695312,4935.28857422,1,0,0,1.22
PHerc0826,12526,11,20284441,1.5,4576.29199219,4930.83642578,1,0,0,1.22
PHerc0826,12526,12,20285441,1.5,3827.75683594,4713.92285156,1,0,0,1.22
PHerc0826,12526,13,20286441,1.5,4628.19677734,4929.02734375,1,0,0,1.22
PHerc0826,12526,14,20287441,1.5,3789.56054688,4840.25585938,1,0,0,1.22
PHerc0826,12526,15,20288441,1.5,3464.47900391,4684.21435547,1,0,0,1.22
PHerc0826,12526,16,20289441,1.5,4057.58642578,4890.71923828,1,0,0,1.22
PHerc0826,12526,17,20290441,1.5,3723.00097656,4688.75927734,1,0,0,1.22
PHerc0826,12526,18,20291441,1.5,3798.26660156,4974.15039062,1,0,0,1.22
PHerc0826,12526,19,20292441,1.5,4652.39257812,4922.72753906,1,0,0,1.22
PHerc0826,13149,0,20274064,1.5,4758.45947266,4853.9140625,1,0,0,1.22
PHerc0826,13149,1,20275064,1.5,4644.24121094,4694.80273438,1,0,0,1.22
PHerc0826,13149,2,20276064,1.5,5188.265625,4831.36669922,1,0,0,1.22
PHerc0826,13149,3,20277064,1.5,4640.17626953,4850.06738281,1,0,0,1.22
PHerc0826,13149,4,20278064,1.5,4904.4765625,4574.70605469,1,0,0,1.22
PHerc0826,13149,5,20279064,1.5,3914.86376953,4781.93261719,1,0,0,1.22
PHerc0826,13149,6,20280064,1.5,3952.79296875,4779.47216797,1,0,0,1.22
PHerc0826,13149,7,20281064,1.5,4757.55957031,4864.0546875,1,0,0,1.22
PHerc0826,13149,8,20282064,1.5,4723.39599609,4872.4453125,1,0,0,1.22
PHerc0826,13149,9,20283064,1.5,3777.98583984,4749.78857422,1,0,0,1.22
PHerc0826,13149,10,20284064,1.5,4432.12841797,4810.1171875,1,0,0,1.22
PHerc0826,13149,11,20285064,1.5,4684.37695312,4694.16796875,1,0,0,1.22
PHerc0826,13149,12,20286064,1.5,4666.52929688,4694.02734375,1,0,0,1.22
PHerc0826,13149,13,20287064,1.5,3900.50537109,4786.39355469,1,0,0,1.22
PHerc0826,13149,14,20288064,1.5,4648.44677734,5002.57080078,1,0,0,1.22
PHerc0826,13149,15,20289064,1.5,4714.51025391,4855.45458984,1,0,0,1.22
PHerc0826,13149,16,20290064,1.5,4129.35449219,4582.34765625,1,0,0,1.22
PHerc0826,13149,17,20291064,1.5,4758.80712891,4860.71679688,1,0,0,1.22
PHerc0826,13149,18,20292064,1.5,5112.03808594,4656.8046875,1,0,0,1.22
PHerc0826,13149,19,20293064,1.5,5071.95507812,4602.99023438,1,0,0,1.22
PHerc0826,13771,0,20274686,1.5,4780.76269531,4526.96875,1,0,0,1.22
PHerc0826,13771,1,20275686,1.5,4809.04589844,4665.33984375,1,0,0,1.22
PHerc0826,13771,2,20276686,1.5,4862.97607422,4453.44580078,1,0,0,1.22
PHerc0826,13771,3,20277686,1.5,4578.13378906,4584.22412109,1,0,0,1.22
PHerc0826,13771,4,20278686,1.5,4684.22021484,4846.20117188,1,0,0,1.22
PHerc0826,13771,5,20279686,1.5,4643.34716797,4852.23193359,1,0,0,1.22
PHerc0826,13771,6,20280686,1.5,4747.01074219,4488.81005859,1,0,0,1.22
PHerc0826,13771,7,20281686,1.5,5098.16162109,4437.79394531,1,0,0,1.22
PHerc0826,13771,8,20282686,1.5,4769.01953125,4672.99902344,1,0,0,1.22
PHerc0826,13771,9,20283686,1.5,4251.73779297,4637.25390625,1,0,0,1.22
PHerc0826,13771,10,20284686,1.5,4789.77441406,4664.64355469,1,0,0,1.22
PHerc0826,13771,11,20285686,1.5,4807.74072266,4663.86230469,1,0,0,1.22
PHerc0826,13771,12,20286686,1.5,4780.56103516,4525.86328125,1,0,0,1.22
PHerc0826,13771,13,20287686,1.5,4447.33105469,4646.04638672,1,0,0,1.22
PHerc0826,13771,14,20288686,1.5,4783.58056641,4393.26318359,1,0,0,1.22
PHerc0826,13771,15,20289686,1.5,4327.74023438,4627.28125,1,0,0,1.22
PHerc0826,13771,16,20290686,1.5,4786.72314453,4684.49316406,1,0,0,1.22
PHerc0826,13771,17,20291686,1.5,5138.25683594,4436.78417969,1,0,0,1.22
PHerc0826,13771,18,20292686,1.5,5239.2734375,4862.02783203,1,0,0,1.22
PHerc0826,13771,19,20293686,1.5,4790.51757812,4580.33398438,1,0,0,1.22
PHerc0826,14394,0,20275309,1.5,4950.21875,4442.00830078,1,0,0,1.22
PHerc0826,14394,1,20276309,1.5,4924.21777344,4436.08496094,1,0,0,1.22
PHerc0826,14394,2,20277309,1.5,4980.34863281,4452.08496094,1,0,0,1.22
PHerc0826,14394,3,20278309,1.5,4461.19726562,4399.32128906,1,0,0,1.22
PHerc0826,14394,4,20279309,1.5,4612.43164062,4415.85791016,1,0,0,1.22
PHerc0826,14394,5,20280309,1.5,4426.48046875,4397.81494141,1,0,0,1.22
PHerc0826,14394,6,20281309,1.5,5214.85009766,4629.38574219,1,0,0,1.22
PHerc0826,14394,7,20282309,1.5,5107.890625,4440.19140625,1,0,0,1.22
PHerc0826,14394,8,20283309,1.5,4919.79833984,4442.60546875,1,0,0,1.22
PHerc0826,14394,9,20284309,1.5,4937.20214844,4448.11816406,1,0,0,1.22
PHerc0826,14394,10,20285309,1.5,4939.71875,4439.63525391,1,0,0,1.22
PHerc0826,14394,11,20286309,1.5,4906.85791016,4435.33007812,1,0,0,1.22
PHerc0826,14394,12,20287309,1.5,4584.90185547,4427.61816406,1,0,0,1.22
PHerc0826,14394,13,20288309,1.5,4936.77246094,4431.75390625,1,0,0,1.22
PHerc0826,14394,14,20289309,1.5,4934.99267578,4444.14257812,1,0,0,1.22
PHerc0826,14394,15,20290309,1.5,5072.36816406,4432.40136719,1,0,0,1.22
PHerc0826,14394,16,20291309,1.5,4577.47119141,4409.74951172,1,0,0,1.22
PHerc0826,14394,17,20292309,1.5,4951.58789062,4444.07128906,1,0,0,1.22
PHerc0826,14394,18,20293309,1.5,4930.91748047,4437.54589844,1,0,0,1.22
PHerc0826,14394,19,20294309,1.5,4941.83691406,4438.38134766,1,0,0,1.22
PHerc0826,15017,0,20275932,1.5,4843.95019531,4169.33398438,1,0,0,1.22
PHerc0826,15017,1,20276932,1.5,5322.32568359,4342.81689453,1,0,0,1.22
PHerc0826,15017,2,20277932,1.5,5122.64013672,4128.07666016,1,0,0,1.22
PHerc0826,15017,3,20278932,1.5,5171.69824219,4125.27001953,1,0,0,1.22
PHerc0826,15017,4,20279932,1.5,5008.79150391,4199.3359375,1,0,0,1.22
PHerc0826,15017,5,20280932,1.5,5300.70410156,3722.79589844,1,0,0,1.22
PHerc0826,15017,6,20281932,1.5,5294.58251953,4311.34472656,1,0,0,1.22
PHerc0826,15017,7,20282932,1.5,5460.19726562,3770.12792969,1,0,0,1.22
PHerc0826,15017,8,20283932,1.5,5108.93603516,4110.66113281,1,0,0,1.22
PHerc0826,15017,9,20284932,1.5,4977.17285156,4219.44580078,1,0,0,1.22
PHerc0826,15017,10,20285932,1.5,5123.38964844,4119.42285156,1,0,0,1.22
PHerc0826,15017,11,20286932,1.5,4893.40283203,4265.67431641,1,0,0,1.22
PHerc0826,15017,12,20287932,1.5,4950.15869141,4178.046875,1,0,0,1.22
PHerc0826,15017,13,20288932,1.5,5139.32519531,4118.2734375,1,0,0,1.22
PHerc0826,15017,14,20289932,1.5,5237.90771484,4112.77490234,1,0,0,1.22
PHerc0826,15017,15,20290932,1.5,5404.26708984,4315.48779297,1,0,0,1.22
PHerc0826,15017,16,20291932,1.5,5037.01660156,4237.66796875,1,0,0,1.22
PHerc0826,15017,17,20292932,1.5,5164.01953125,4130.49755859,1,0,0,1.22
PHerc0826,15017,18,20293932,1.5,5123.44140625,4120.51367188,1,0,0,1.22
PHerc0826,15017,19,20294932,1.5,5302.54394531,4447.55224609,1,0,0,1.22
PHerc0826,15639,0,20276554,1.5,5384.2734375,3872.98779297,1,0,0,1.22
PHerc0826,15639,1,20277554,1.5,4289.48388672,3584.34570312,1,0,0,1.22
PHerc0826,15639,2,20278554,1.5,5534.05273438,3894.53076172,1,0,0,1.22
PHerc0826,15639,3,20279554,1.5,5699.02148438,4107.671875,1,0,0,1.22
PHerc0826,15639,4,20280554,1.5,3668.66357422,3629.34472656,1,0,0,1.22
PHerc0826,15639,5,20281554,1.5,5668.16210938,4096.97949219,1,0,0,1.22
PHerc0826,15639,6,20282554,1.5,4306.93408203,3608.63183594,1,0,0,1.22
PHerc0826,15639,7,20283554,1.5,5891.60888672,4268.68066406,1,0,0,1.22
PHerc0826,15639,8,20284554,1.5,5127.82714844,3829.77978516,1,0,0,1.22
PHerc0826,15639,9,20285554,1.5,5731.6640625,4079.66503906,1,0,0,1.22
PHerc0826,15639,10,20286554,1.5,5377.28662109,3878.52978516,1,0,0,1.22
PHerc0826,15639,11,20287554,1.5,5369.2421875,3852.04394531,1,0,0,1.22
PHerc0826,15639,12,20288554,1.5,4731.62744141,3741.57470703,1,0,0,1.22
PHerc0826,15639,13,20289554,1.5,6156.61474609,4160.14599609,1,0,0,1.22
PHerc0826,15639,14,20290554,1.5,5096.34912109,3934.89208984,1,0,0,1.22
PHerc0826,15639,15,20291554,1.5,3615.25878906,3522.26635742,1,0,0,1.22
PHerc0826,15639,16,20292554,1.5,5728.39111328,4079.99365234,1,0,0,1.22
PHerc0826,15639,17,20293554,1.5,5682.91113281,3606.97998047,1,0,0,1.22
PHerc0826,15639,18,20294554,1.5,3781.25048828,3469.80957031,1,0,0,1.22
PHerc0826,15639,19,20295554,1.5,5678.53466797,4084.72167969,1,0,0,1.22
PHerc0826,16262,0,20277177,1.5,3369.20996094,3454.49169922,1,0,0,1.22
PHerc0826,16262,1,20278177,1.5,3427.36914062,3477.46679688,1,0,0,1.22
PHerc0826,16262,2,20279177,1.5,3514.52636719,3233.58886719,1,0,0,1.22
PHerc0826,16262,3,20280177,1.5,3581.40625,3012.94580078,1,0,0,1.22
PHerc0826,16262,4,20281177,1.5,3390.50976562,3172.52929688,1,0,0,1.22
PHerc0826,16262,5,20282177,1.5,3689.79296875,3176.94042969,1,0,0,1.22
PHerc0826,16262,6,20283177,1.5,3435.70263672,3198.06054688,1,0,0,1.22
PHerc0826,16262,7,20284177,1.5,3689.7890625,3175.58154297,1,0,0,1.22
PHerc0826,16262,8,20285177,1.5,3605.86816406,3133.4296875,1,0,0,1.22
PHerc0826,16262,9,20286177,1.5,3350.73828125,3175.03857422,1,0,0,1.22
PHerc0826,16262,10,20287177,1.5,3581.375,3008.38720703,1,0,0,1.22
PHerc0826,16262,11,20288177,1.5,3311.23632812,3453.73242188,1,0,0,1.22
PHerc0826,16262,12,20289177,1.5,3478.46875,3218.44384766,1,0,0,1.22
PHerc0826,16262,13,20290177,1.5,3454.859375,3212.66748047,1,0,0,1.22
PHerc0826,16262,14,20291177,1.5,3472.53125,3214.58105469,1,0,0,1.22
PHerc0826,16262,15,20292177,1.5,3582.49511719,2998.86572266,1,0,0,1.22
PHerc0826,16262,16,20293177,1.5,3640.02441406,2984.51269531,1,0,0,1.22
PHerc0826,16262,17,20294177,1.5,3525.45703125,3223.31103516,1,0,0,1.22
PHerc0826,16262,18,20295177,1.5,3573.54882812,2992.07080078,1,0,0,1.22
PHerc0826,16262,19,20296177,1.5,3559.53369141,3276.24023438,1,0,0,1.22
PHercParis4,2252,0,20263167,1.5,10615.0507812,17847.6132812,1,0,0,1.27
PHercParis4,2252,1,20264167,1.5,10611.0644531,17851.140625,1,0,0,1.27
PHercParis4,2252,2,20265167,1.5,10608.0234375,17836.2421875,1,0,0,1.27
PHercParis4,2252,3,20266167,1.5,10613.3457031,17838.8105469,1,0,0,1.27
PHercParis4,2252,4,20267167,1.5,10613.7363281,17837.5097656,1,0,0,1.27
PHercParis4,2252,5,20268167,1.5,10610.5371094,17840.890625,1,0,0,1.27
PHercParis4,2252,6,20269167,1.5,11389.6484375,23055.9101562,1,0,0,1.27
PHercParis4,2252,7,20270167,1.5,10615.421875,17836.6816406,1,0,0,1.27
PHercParis4,2252,8,20271167,1.5,10617.421875,17845.3671875,1,0,0,1.27
PHercParis4,2252,9,20272167,1.5,10614.8144531,17847.9335938,1,0,0,1.27
PHercParis4,2252,10,20273167,1.5,10601.2285156,17859.8867188,1,0,0,1.27
PHercParis4,2252,11,20274167,1.5,10603.8613281,17841.734375,1,0,0,1.27
PHercParis4,2252,12,20275167,1.5,10600.8144531,17841.0390625,1,0,0,1.27
PHercParis4,2252,13,20276167,1.5,10607.2304688,17835.4941406,1,0,0,1.27
PHercParis4,2252,14,20277167,1.5,10605.6425781,17845.1660156,1,0,0,1.27
PHercParis4,2252,15,20278167,1.5,10601.7128906,17838.6445312,1,0,0,1.27
PHercParis4,2252,16,20279167,1.5,10606.2148438,17847.8554688,1,0,0,1.27
PHercParis4,2252,17,20280167,1.5,10609.1386719,17837.6601562,1,0,0,1.27
PHercParis4,2252,18,20281167,1.5,10613.328125,17844.9804688,1,0,0,1.27
PHercParis4,2252,19,20282167,1.5,10612.7890625,17842.5703125,1,0,0,1.27
PHercParis4,5326,0,20266241,1.5,14836.3066406,17545.4023438,1,0,0,1.27
PHercParis4,5326,1,20267241,1.5,14945.2714844,17019.1328125,1,0,0,1.27
PHercParis4,5326,2,20268241,1.5,11916.9550781,21256.3007812,1,0,0,1.27
PHercParis4,5326,3,20269241,1.5,16089.6191406,17688.4882812,1,0,0,1.27
PHercParis4,5326,4,20270241,1.5,15538.6542969,17726.2109375,1,0,0,1.27
PHercParis4,5326,5,20271241,1.5,15282.5800781,18011.0097656,1,0,0,1.27
PHercParis4,5326,6,20272241,1.5,14893.4863281,22353.6113281,1,0,0,1.27
PHercParis4,5326,7,20273241,1.5,12348.8300781,20783.9257812,1,0,0,1.27
PHercParis4,5326,8,20274241,1.5,15781.3378906,17016.1640625,1,0,0,1.27
PHercParis4,5326,9,20275241,1.5,13865.1367188,21079.5566406,1,0,0,1.27
PHercParis4,5326,10,20276241,1.5,13198.9707031,21024.296875,1,0,0,1.27
PHercParis4,5326,11,20277241,1.5,12362.1054688,22937.2636719,1,0,0,1.27
PHercParis4,5326,12,20278241,1.5,12254.7773438,23159.1796875,1,0,0,1.27
PHercParis4,5326,13,20279241,1.5,14532.9238281,19468.8769531,1,0,0,1.27
PHercParis4,5326,14,20280241,1.5,12711.8964844,20960.1875,1,0,0,1.27
PHercParis4,5326,15,20281241,1.5,16087.9472656,18488.3027344,1,0,0,1.27
PHercParis4,5326,16,20282241,1.5,11723.8125,22612.1289062,1,0,0,1.27
PHercParis4,5326,17,20283241,1.5,11932.9921875,21513.2070312,1,0,0,1.27
PHercParis4,5326,18,20284241,1.5,15450.7167969,17492.0878906,1,0,0,1.27
PHercParis4,5326,19,20285241,1.5,11811.4375,21540.6621094,1,0,0,1.27
PHercParis4,8401,0,20269316,1.5,13778.2363281,20728.9316406,1,0,0,1.27
PHercParis4,8401,1,20270316,1.5,14515.2988281,20859.8964844,1,0,0,1.27
PHercParis4,8401,2,20271316,1.5,14888.7109375,16783.8339844,1,0,0,1.27
PHercParis4,8401,3,20272316,1.5,14234.7382812,18763.5839844,1,0,0,1.27
PHercParis4,8401,4,20273316,1.5,10417.7695312,12453.9794922,1,0,0,1.27
PHercParis4,8401,5,20274316,1.5,14548.9648438,20160.4023438,1,0,0,1.27
PHercParis4,8401,6,20275316,1.5,13481.4238281,19261.2734375,1,0,0,1.27
PHercParis4,8401,7,20276316,1.5,14245.2734375,18407.9726562,1,0,0,1.27
PHercParis4,8401,8,20277316,1.5,14266.5117188,20938.4375,1,0,0,1.27
PHercParis4,8401,9,20278316,1.5,13446.5410156,20141.6542969,1,0,0,1.27
PHercParis4,8401,10,20279316,1.5,14789.1210938,19826.46875,1,0,0,1.27
PHercParis4,8401,11,20280316,1.5,15538.6699219,20652.015625,1,0,0,1.27
PHercParis4,8401,12,20281316,1.5,15275.8261719,20930.703125,1,0,0,1.27
PHercParis4,8401,13,20282316,1.5,15505.9179688,18443.09375,1,0,0,1.27
PHercParis4,8401,14,20283316,1.5,14239.6503906,21274.15625,1,0,0,1.27
PHercParis4,8401,15,20284316,1.5,13295.4921875,20327.6289062,1,0,0,1.27
PHercParis4,8401,16,20285316,1.5,14682.109375,14134.7304688,1,0,0,1.27
PHercParis4,8401,17,20286316,1.5,12406.9707031,11284.5205078,1,0,0,1.27
PHercParis4,8401,18,20287316,1.5,15453.2558594,17196.6757812,1,0,0,1.27
PHercParis4,8401,19,20288316,1.5,15916.1269531,20680.9921875,1,0,0,1.27
PHercParis4,11475,0,20272390,1.5,15818.2753906,12376.7890625,1,0,0,1.27
PHercParis4,11475,1,20273390,1.5,17552.0761719,15146.3144531,1,0,0,1.27
PHercParis4,11475,2,20274390,1.5,14116.4550781,11182.0380859,1,0,0,1.27
PHercParis4,11475,3,20275390,1.5,13159.0800781,19925.3359375,1,0,0,1.27
PHercParis4,11475,4,20276390,1.5,16560.2773438,13553.2363281,1,0,0,1.27
PHercParis4,11475,5,20277390,1.5,16238.0839844,14479.1542969,1,0,0,1.27
PHercParis4,11475,6,20278390,1.5,14561.1015625,11287.0712891,1,0,0,1.27
PHercParis4,11475,7,20279390,1.5,13536.4765625,11072.9619141,1,0,0,1.27
PHercParis4,11475,8,20280390,1.5,15044.6679688,13177.6201172,1,0,0,1.27
PHercParis4,11475,9,20281390,1.5,15813.8417969,15560.0039062,1,0,0,1.27
PHercParis4,11475,10,20282390,1.5,11729.9882812,14729.5058594,1,0,0,1.27
PHercParis4,11475,11,20283390,1.5,12494.7695312,15712.1660156,1,0,0,1.27
PHercParis4,11475,12,20284390,1.5,12687.1621094,15005.6728516,1,0,0,1.27
PHercParis4,11475,13,20285390,1.5,17157.8574219,14279.6982422,1,0,0,1.27
PHercParis4,11475,14,20286390,1.5,14988.3183594,19508.9863281,1,0,0,1.27
PHercParis4,11475,15,20287390,1.5,17081.7578125,15223.9921875,1,0,0,1.27
PHercParis4,11475,16,20288390,1.5,13431.4785156,18921.9570312,1,0,0,1.27
PHercParis4,11475,17,20289390,1.5,13929.5898438,16521.3261719,1,0,0,1.27
PHercParis4,11475,18,20290390,1.5,17433.5292969,17597.1054688,1,0,0,1.27
PHercParis4,11475,19,20291390,1.5,13453.8730469,15210.3730469,1,0,0,1.27
PHercParis4,14549,0,20275464,1.5,13824.2041016,17497.4355469,1,0,0,1.27
PHercParis4,14549,1,20276464,1.5,10484.2832031,20778.8535156,1,0,0,1.27
PHercParis4,14549,2,20277464,1.5,14193.0292969,17108.5566406,1,0,0,1.27
PHercParis4,14549,3,20278464,1.5,12550.1943359,17930.0390625,1,0,0,1.27
PHercParis4,14549,4,20279464,1.5,14199.4228516,17934.8339844,1,0,0,1.27
PHercParis4,14549,5,20280464,1.5,12746.1816406,18646.9550781,1,0,0,1.27
PHercParis4,14549,6,20281464,1.5,12782.3544922,19386.7949219,1,0,0,1.27
PHercParis4,14549,7,20282464,1.5,12460.5068359,16653.5292969,1,0,0,1.27
PHercParis4,14549,8,20283464,1.5,12888.8291016,18895.5097656,1,0,0,1.27
PHercParis4,14549,9,20284464,1.5,13815.6474609,17315.7519531,1,0,0,1.27
PHercParis4,14549,10,20285464,1.5,12973.6845703,19010.1503906,1,0,0,1.27
PHercParis4,14549,11,20286464,1.5,13787.65625,17691.078125,1,0,0,1.27
PHercParis4,14549,12,20287464,1.5,13455.9443359,17979.6386719,1,0,0,1.27
PHercParis4,14549,13,20288464,1.5,13733.9599609,17610.5605469,1,0,0,1.27
PHercParis4,14549,14,20289464,1.5,14751.5595703,17360.9238281,1,0,0,1.27
PHercParis4,14549,15,20290464,1.5,14431.4746094,17813.7421875,1,0,0,1.27
PHercParis4,14549,16,20291464,1.5,15527.6474609,18160.453125,1,0,0,1.27
PHercParis4,14549,17,20292464,1.5,14020.1679688,17142.4628906,1,0,0,1.27
PHercParis4,14549,18,20293464,1.5,12896.1933594,19153.2832031,1,0,0,1.27
PHercParis4,14549,19,20294464,1.5,13932.046875,18473.8125,1,0,0,1.27
PHercParis4,17623,0,20278538,1.5,12719.8710938,17836.546875,1,0,0,1.27
PHercParis4,17623,1,20279538,1.5,13155.1621094,17767.109375,1,0,0,1.27
PHercParis4,17623,2,20280538,1.5,12854.3789062,17902.9921875,1,0,0,1.27
PHercParis4,17623,3,20281538,1.5,13576.5,17203.7714844,1,0,0,1.27
PHercParis4,17623,4,20282538,1.5,11103.8056641,18948.9960938,1,0,0,1.27
PHercParis4,17623,5,20283538,1.5,14153.7880859,19237.8359375,1,0,0,1.27
PHercParis4,17623,6,20284538,1.5,12318.2373047,17555.3339844,1,0,0,1.27
PHercParis4,17623,7,20285538,1.5,12813.6533203,17863.03125,1,0,0,1.27
PHercParis4,17623,8,20286538,1.5,13081.3476562,16963.40625,1,0,0,1.27
PHercParis4,17623,9,20287538,1.5,13062.3583984,17909.4140625,1,0,0,1.27
