scroll,z,variant,x,y,width,height,inside,capped
PHerc0800,3718,as-is,4718.63,4336.56,9867.0,9867.0,1,0
PHerc0800,3718,no-division,5482.63,4107.56,9867.0,9867.0,1,0
PHerc0800,4606,as-is,5802.35,3931.41,9867.0,9867.0,1,0
PHerc0800,4606,no-division,5907.35,3905.41,9867.0,9867.0,1,0
PHerc0800,5493,as-is,6453.25,3552.52,9867.0,9867.0,1,0
PHerc0800,5493,no-division,6457.25,3564.52,9867.0,9867.0,1,0
PHerc0800,6380,as-is,6192.38,3745.79,9867.0,9867.0,1,0
PHerc0800,6380,no-division,6235.38,4211.79,9867.0,9867.0,1,0
PHerc0800,7268,as-is,5952.61,3975.57,9867.0,9867.0,1,0
PHerc0800,7268,no-division,6132.61,4111.57,9867.0,9867.0,1,0
PHerc0800,8155,as-is,5681.59,4675.85,9867.0,9867.0,1,0
PHerc0800,8155,no-division,5322.59,4690.85,9867.0,9867.0,1,0
PHerc0800,9043,as-is,5202.61,4891.21,9867.0,9867.0,1,0
PHerc0800,9043,no-division,5041.61,4649.21,9867.0,9867.0,1,0
PHerc0800,9930,as-is,9359.65,2660.8,9867.0,9867.0,1,0
PHerc0800,9930,no-division,4665.65,5138.8,9867.0,9867.0,1,0
PHerc0800,10817,as-is,9106.52,2833.61,9867.0,9867.0,1,0
PHerc0800,10817,no-division,4339.52,5006.61,9867.0,9867.0,1,0
PHerc0800,11705,as-is,9317.85,2767.96,9867.0,9867.0,1,0
PHerc0800,11705,no-division,4113.85,5142.96,9867.0,9867.0,1,0
PHerc0800,12592,as-is,9056.47,2753.06,9867.0,9867.0,1,0
PHerc0800,12592,no-division,3953.47,5378.06,9867.0,9867.0,1,0
PHerc0800,13480,as-is,23329.64,-3134.76,9867.0,9867.0,0,0
PHerc0800,13480,no-division,3496.64,5186.24,9867.0,9867.0,1,0
PHerc0800,14367,as-is,645128.01,-321631.98,9867.0,9867.0,0,1
PHerc0800,14367,no-division,3832.01,5443.02,9867.0,9867.0,1,0
PHerc0800,15254,as-is,12211.84,260.19,9867.0,9867.0,0,0
PHerc0800,15254,no-division,3583.84,6081.19,9867.0,9867.0,1,0
PHerc0800,16142,as-is,-569.6,8535.9,9867.0,9867.0,0,0
PHerc0800,16142,no-division,3302.4,5828.9,9867.0,9867.0,1,0
PHerc0800,17029,as-is,3700.27,5593.48,9867.0,9867.0,1,0
PHerc0800,17029,no-division,3839.27,5709.48,9867.0,9867.0,1,0
PHerc0800,17917,as-is,5032.44,5385.2,9867.0,9867.0,1,0
PHerc0800,17917,no-division,3947.44,5559.2,9867.0,9867.0,1,0
PHerc0800,18804,as-is,5514.2,5362.49,9867.0,9867.0,1,0
PHerc0800,18804,no-division,5665.2,5378.49,9867.0,9867.0,1,0
PHerc0800,19691,as-is,5704.9,5181.45,9867.0,9867.0,1,0
PHerc0800,19691,no-division,5695.9,5211.45,9867.0,9867.0,1,0
PHerc0800,20579,as-is,5681.0,5034.09,9867.0,9867.0,1,0
PHerc0800,20579,no-division,5677.0,5026.09,9867.0,9867.0,1,0
PHerc0800,21466,as-is,5563.08,4768.16,9867.0,9867.0,1,0
PHerc0800,21466,no-division,5512.08,5511.16,9867.0,9867.0,1,0
PHerc0800,22354,as-is,8624.81,1872.61,9867.0,9867.0,1,0
PHerc0800,22354,no-division,4400.81,6383.61,9867.0,9867.0,1,0
PHerc0813,1359,as-is,3407.79,5000.52,7947.0,7947.0,1,0
PHerc0813,1359,no-division,7176.79,397.52,7947.0,7947.0,1,0
PHerc0813,1980,as-is,3417.99,2140.24,7947.0,7947.0,1,0
PHerc0813,1980,no-division,3864.99,2456.24,7947.0,7947.0,1,0
PHerc0813,2600,as-is,2802.7,3499.88,7947.0,7947.0,1,0
PHerc0813,2600,no-division,3026.7,3622.88,7947.0,7947.0,1,0
PHerc0813,3221,as-is,3368.5,3453.64,7947.0,7947.0,1,0
PHerc0813,3221,no-division,3361.5,3453.64,7947.0,7947.0,1,0
PHerc0813,3841,as-is,3252.14,3398.34,7947.0,7947.0,1,0
PHerc0813,3841,no-division,3246.14,3411.34,7947.0,7947.0,1,0
PHerc0813,4462,as-is,3439.55,3397.17,7947.0,7947.0,1,0
PHerc0813,4462,no-division,3450.55,3431.17,7947.0,7947.0,1,0
PHerc0813,5083,as-is,4107.65,4965.56,7947.0,7947.0,1,0
PHerc0813,5083,no-division,4033.65,4782.56,7947.0,7947.0,1,0
PHerc0813,5703,as-is,3989.91,4763.63,7947.0,7947.0,1,0
PHerc0813,5703,no-division,4055.91,4675.63,7947.0,7947.0,1,0
PHerc0813,6324,as-is,4220.77,4626.88,7947.0,7947.0,1,0
PHerc0813,6324,no-division,4887.77,4383.88,7947.0,7947.0,1,0
PHerc0813,6944,as-is,2621.24,77.11,7947.0,7947.0,1,0
PHerc0813,6944,no-division,4674.24,5052.11,7947.0,7947.0,1,0
PHerc0813,7565,as-is,2873.99,-1161.64,7947.0,7947.0,0,0
PHerc0813,7565,no-division,4971.99,5356.36,7947.0,7947.0,1,0
PHerc0813,8186,as-is,5495.24,4493.26,7947.0,7947.0,1,0
PHerc0813,8186,no-division,5647.24,4563.26,7947.0,7947.0,1,0
PHerc0813,8806,as-is,4884.61,3638.35,7947.0,7947.0,1,0
PHerc0813,8806,no-division,4991.61,3960.35,7947.0,7947.0,1,0
PHerc0813,9427,as-is,4232.36,3998.48,7947.0,7947.0,1,0
PHerc0813,9427,no-division,4636.36,3616.48,7947.0,7947.0,1,0
PHerc0813,10048,as-is,4544.34,4031.94,7947.0,7947.0,1,0
PHerc0813,10048,no-division,4673.34,3828.94,7947.0,7947.0,1,0
PHerc0813,10668,as-is,4460.3,3695.03,7947.0,7947.0,1,0
PHerc0813,10668,no-division,3709.3,3530.03,7947.0,7947.0,1,0
PHerc0813,11289,as-is,3801.37,3345.29,7947.0,7947.0,1,0
PHerc0813,11289,no-division,3562.37,3642.29,7947.0,7947.0,1,0
PHerc0813,11909,as-is,3386.92,3578.06,7947.0,7947.0,1,0
PHerc0813,11909,no-division,3389.92,3585.06,7947.0,7947.0,1,0
PHerc0813,12530,as-is,3432.34,3658.54,7947.0,7947.0,1,0
PHerc0813,12530,no-division,3436.34,3700.54,7947.0,7947.0,1,0
PHerc0813,13151,as-is,3325.55,3535.01,7947.0,7947.0,1,0
PHerc0813,13151,no-division,3327.55,3826.01,7947.0,7947.0,1,0
PHerc0813,13771,as-is,3193.16,3913.41,7947.0,7947.0,1,0
PHerc0813,13771,no-division,3200.16,3925.41,7947.0,7947.0,1,0
PHerc0813,14392,as-is,2709.3,3722.32,7947.0,7947.0,1,0
PHerc0813,14392,no-division,2963.3,3864.32,7947.0,7947.0,1,0
PHerc0813,15012,as-is,2975.7,3344.14,7947.0,7947.0,1,0
PHerc0813,15012,no-division,2427.7,3535.14,7947.0,7947.0,1,0
PHerc0813,15633,as-is,2326.39,3245.94,7947.0,7947.0,1,0
PHerc0813,15633,no-division,2522.39,3178.94,7947.0,7947.0,1,0
PHerc0826,1353,as-is,4372.9,13380.32,8169.0,8169.0,0,0
PHerc0826,1353,no-division,4895.9,3918.32,8169.0,8169.0,1,0
PHerc0826,1971,as-is,4932.06,-2835.46,8169.0,8169.0,0,0
PHerc0826,1971,no-division,5309.06,4472.54,8169.0,8169.0,1,0
PHerc0826,2589,as-is,5719.6,-3630.4,8169.0,8169.0,0,0
PHerc0826,2589,no-division,5226.6,4168.6,8169.0,8169.0,1,0
PHerc0826,3207,as-is,2440.13,9311.53,8169.0,8169.0,0,0
PHerc0826,3207,no-division,5011.13,3714.53,8169.0,8169.0,1,0
PHerc0826,3825,as-is,2334.58,7546.22,8169.0,8169.0,1,0
PHerc0826,3825,no-division,4967.58,3443.22,8169.0,8169.0,1,0
PHerc0826,4443,as-is,2128.65,9056.39,8169.0,8169.0,0,0
PHerc0826,4443,no-division,4649.65,3649.39,8169.0,8169.0,1,0
PHerc0826,5061,as-is,4651.95,4023.97,8169.0,8169.0,1,0
PHerc0826,5061,no-division,4658.95,4024.97,8169.0,8169.0,1,0
PHerc0826,5679,as-is,4758.79,-574.85,8169.0,8169.0,0,0
PHerc0826,5679,no-division,5038.79,4380.15,8169.0,8169.0,1,0
PHerc0826,6297,as-is,3783.02,-3465.16,8169.0,8169.0,0,0
PHerc0826,6297,no-division,3344.02,3733.84,8169.0,8169.0,1,0
PHerc0826,6915,as-is,3371.9,-3010.88,8169.0,8169.0,0,0
PHerc0826,6915,no-division,3402.9,4236.12,8169.0,8169.0,1,0
PHerc0826,7533,as-is,3772.37,-5147.2,8169.0,8169.0,0,0
PHerc0826,7533,no-division,3259.37,4407.8,8169.0,8169.0,1,0
PHerc0826,8151,as-is,3210.7,53.44,8169.0,8169.0,1,0
PHerc0826,8151,no-division,2903.7,4367.44,8169.0,8169.0,1,0
PHerc0826,8768,as-is,3380.39,683.27,8169.0,8169.0,1,0
PHerc0826,8768,no-division,2779.39,4590.27,8169.0,8169.0,1,0
PHerc0826,9386,as-is,4313.46,1804.84,8169.0,8169.0,1,0
PHerc0826,9386,no-division,3174.46,4832.84,8169.0,8169.0,1,0
PHerc0826,10004,as-is,4319.1,1261.55,8169.0,8169.0,1,0
PHerc0826,10004,no-division,2962.1,4624.55,8169.0,8169.0,1,0
PHerc0826,10622,as-is,4321.46,849.42,8169.0,8169.0,1,0
PHerc0826,10622,no-division,2813.46,5076.42,8169.0,8169.0,1,0
PHerc0826,11240,as-is,4455.52,1357.72,8169.0,8169.0,1,0
PHerc0826,11240,no-division,3047.52,4765.72,8169.0,8169.0,1,0
PHerc0826,11858,as-is,4386.66,-137.88,8169.0,8169.0,0,0
PHerc0826,11858,no-division,3903.66,4722.12,8169.0,8169.0,1,0
PHerc0826,12476,as-is,4680.03,-1241.49,8169.0,8169.0,0,0
PHerc0826,12476,no-division,4772.03,5102.51,8169.0,8169.0,1,0
PHerc0826,13094,as-is,4661.4,-1432.34,8169.0,8169.0,0,0
PHerc0826,13094,no-division,4852.4,4506.66,8169.0,8169.0,1,0
PHerc0826,13712,as-is,4841.48,-2810.51,8169.0,8169.0,0,0
PHerc0826,13712,no-division,4995.48,4319.49,8169.0,8169.0,1,0
PHerc0826,14330,as-is,4565.62,-3647.79,8169.0,8169.0,0,0
PHerc0826,14330,no-division,4962.62,4257.21,8169.0,8169.0,1,0
PHerc0826,14948,as-is,4874.05,-8557.21,8169.0,8169.0,0,0
PHerc0826,14948,no-division,5078.05,4095.79,8169.0,8169.0,1,0
PHerc0826,15566,as-is,6958.68,-22776.84,8169.0,8169.0,0,0
PHerc0826,15566,no-division,4648.68,3699.16,8169.0,8169.0,1,0
PHerc0846A,1121,as-is,5259.14,947.7,7726.0,7726.0,1,0
PHerc0846A,1121,no-division,3927.14,3436.7,7726.0,7726.0,1,0
PHerc0846A,1633,as-is,-50064.54,-2639850.34,7726.0,7726.0,0,1
PHerc0846A,1633,no-division,2677.46,5206.66,7726.0,7726.0,1,0
PHerc0846A,2145,as-is,3461.53,3233.53,7726.0,7726.0,1,0
PHerc0846A,2145,no-division,3930.53,3923.53,7726.0,7726.0,1,0
PHerc0846A,2657,as-is,3632.99,3888.55,7726.0,7726.0,1,0
PHerc0846A,2657,no-division,3668.99,3909.55,7726.0,7726.0,1,0
PHerc0846A,3169,as-is,3696.6,3881.87,7726.0,7726.0,1,0
PHerc0846A,3169,no-division,3749.6,3881.87,7726.0,7726.0,1,0
PHerc0846A,3681,as-is,3528.28,3908.39,7726.0,7726.0,1,0
PHerc0846A,3681,no-division,3585.28,3886.39,7726.0,7726.0,1,0
PHerc0846A,4193,as-is,3870.66,3811.39,7726.0,7726.0,1,0
PHerc0846A,4193,no-division,3968.66,3799.39,7726.0,7726.0,1,0
PHerc0846A,4705,as-is,7340.18,22180.08,7726.0,7726.0,0,0
PHerc0846A,4705,no-division,3585.18,4012.08,7726.0,7726.0,1,0
PHerc0846A,5217,as-is,-13460.59,-85130.09,7726.0,7726.0,0,0
PHerc0846A,5217,no-division,3247.41,4068.91,7726.0,7726.0,1,0
PHerc0846A,5729,as-is,5755.78,14594.98,7726.0,7726.0,0,0
PHerc0846A,5729,no-division,3952.78,4303.98,7726.0,7726.0,1,0
PHerc0846A,6241,as-is,4646.78,10102.34,7726.0,7726.0,0,0
PHerc0846A,6241,no-division,3692.78,4238.34,7726.0,7726.0,1,0
PHerc0846A,6753,as-is,7665.25,21482.4,7726.0,7726.0,0,0
PHerc0846A,6753,no-division,3770.25,4235.4,7726.0,7726.0,1,0
PHerc0846A,7265,as-is,8508.33,33009.98,7726.0,7726.0,0,0
PHerc0846A,7265,no-division,3600.33,4366.98,7726.0,7726.0,1,0
PHerc0846A,7777,as-is,8009.64,37638.16,7726.0,7726.0,0,0
PHerc0846A,7777,no-division,4618.64,3840.16,7726.0,7726.0,1,0
PHerc0846A,8289,as-is,4707.54,15794.03,7726.0,7726.0,0,0
PHerc0846A,8289,no-division,3229.54,3772.03,7726.0,7726.0,1,0
PHerc0846A,8801,as-is,3898.71,11081.54,7726.0,7726.0,0,0
PHerc0846A,8801,no-division,4587.71,3630.54,7726.0,7726.0,1,0
PHerc0846A,9313,as-is,4157.07,12419.73,7726.0,7726.0,0,0
PHerc0846A,9313,no-division,4364.07,3701.73,7726.0,7726.0,1,0
PHerc0846A,9825,as-is,4363.01,12766.97,7726.0,7726.0,0,0
PHerc0846A,9825,no-division,4258.01,3731.97,7726.0,7726.0,1,0
PHerc0846A,10337,as-is,4741.94,18316.04,7726.0,7726.0,0,0
PHerc0846A,10337,no-division,2743.94,3649.04,7726.0,7726.0,1,0
PHerc0846A,10849,as-is,1319.45,-44882.56,7726.0,7726.0,0,0
PHerc0846A,10849,no-division,3338.45,3510.44,7726.0,7726.0,1,0
PHerc0846A,11361,as-is,-6797.77,-117762.65,7726.0,7726.0,0,0
PHerc0846A,11361,no-division,4080.23,3635.35,7726.0,7726.0,1,0
PHerc0846A,11873,as-is,-1147.77,-40982.43,7726.0,7726.0,0,0
PHerc0846A,11873,no-division,3997.23,3594.57,7726.0,7726.0,1,0
PHerc0846A,12385,as-is,1751.58,-21222.81,7726.0,7726.0,0,0
PHerc0846A,12385,no-division,4573.58,3461.19,7726.0,7726.0,1,0
PHerc0846A,12897,as-is,2922.56,-10958.39,7726.0,7726.0,0,0
PHerc0846A,12897,no-division,4647.56,3576.61,7726.0,7726.0,1,0
PHerc0846B,1114,as-is,-634.31,-92677.16,7859.0,7859.0,0,0
PHerc0846B,1114,no-division,1893.69,4842.84,7859.0,7859.0,1,0
PHerc0846B,1622,as-is,2502.71,-52.36,7859.0,7859.0,0,0
PHerc0846B,1622,no-division,3073.71,4254.64,7859.0,7859.0,1,0
PHerc0846B,2131,as-is,2169.98,-1716.98,7859.0,7859.0,0,0
PHerc0846B,2131,no-division,4196.98,4592.02,7859.0,7859.0,1,0
PHerc0846B,2639,as-is,1665.33,-4557.58,7859.0,7859.0,0,0
PHerc0846B,2639,no-division,3242.33,4263.42,7859.0,7859.0,1,0
PHerc0846B,3148,as-is,-43487.96,-201242.12,7859.0,7859.0,0,1
PHerc0846B,3148,no-division,4966.04,4227.88,7859.0,7859.0,1,0
PHerc0846B,3657,as-is,-27352.37,-156216.08,7859.0,7859.0,0,1
PHerc0846B,3657,no-division,3927.63,4212.92,7859.0,7859.0,1,0
PHerc0846B,4165,as-is,-176545.96,-1218480.93,7859.0,7859.0,0,1
PHerc0846B,4165,no-division,2181.04,4073.07,7859.0,7859.0,1,0
PHerc0846B,4674,as-is,612.01,-11733.08,7859.0,7859.0,0,0
PHerc0846B,4674,no-division,3196.01,3883.92,7859.0,7859.0,1,0
PHerc0846B,5182,as-is,-1151.48,-18654.33,7859.0,7859.0,0,0
PHerc0846B,5182,no-division,3447.52,3753.67,7859.0,7859.0,1,0
PHerc0846B,5691,as-is,1916.57,-3380.47,7859.0,7859.0,0,0
PHerc0846B,5691,no-division,3294.57,3497.53,7859.0,7859.0,1,0
PHerc0846B,6200,as-is,1490.21,-5357.68,7859.0,7859.0,0,0
PHerc0846B,6200,no-division,3786.21,3680.32,7859.0,7859.0,1,0
PHerc0846B,6708,as-is,1901.37,-3748.04,7859.0,7859.0,0,0
PHerc0846B,6708,no-division,3578.37,4258.96,7859.0,7859.0,1,0
PHerc0846B,7217,as-is,1879.6,-4112.46,7859.0,7859.0,0,0
PHerc0846B,7217,no-division,3266.6,4180.54,7859.0,7859.0,1,0
PHerc0846B,7725,as-is,1849.93,-2666.95,7859.0,7859.0,0,0
PHerc0846B,7725,no-division,3727.93,4088.05,7859.0,7859.0,1,0
PHerc0846B,8234,as-is,426.34,-7259.65,7859.0,7859.0,0,0
PHerc0846B,8234,no-division,3775.34,4066.35,7859.0,7859.0,1,0
PHerc0846B,8743,as-is,3060.41,10362.15,7859.0,7859.0,0,0
PHerc0846B,8743,no-division,3247.41,3593.15,7859.0,7859.0,1,0
PHerc0846B,9251,as-is,3706.63,15812.8,7859.0,7859.0,0,0
PHerc0846B,9251,no-division,3873.63,4080.8,7859.0,7859.0,1,0
PHerc0846B,9760,as-is,3272.17,-5142.62,7859.0,7859.0,0,0
PHerc0846B,9760,no-division,3462.17,3797.38,7859.0,7859.0,1,0
PHerc0846B,10268,as-is,7120.11,25264.25,7859.0,7859.0,0,0
PHerc0846B,10268,no-division,3803.11,4005.25,7859.0,7859.0,1,0
PHerc0846B,10777,as-is,3314.62,-5558.21,7859.0,7859.0,0,0
PHerc0846B,10777,no-division,3789.62,3905.79,7859.0,7859.0,1,0
PHerc0846B,11286,as-is,79355.19,1143406.42,7859.0,7859.0,0,1
PHerc0846B,11286,no-division,3719.19,4052.42,7859.0,7859.0,1,0
PHerc0846B,11794,as-is,4094.39,4507.16,7859.0,7859.0,1,0
PHerc0846B,11794,no-division,3385.39,4193.16,7859.0,7859.0,1,0
PHerc0846B,12303,as-is,4116.34,4037.24,7859.0,7859.0,1,0
PHerc0846B,12303,no-division,3802.34,4421.24,7859.0,7859.0,1,0
PHerc0846B,12811,as-is,4021.12,4541.66,7859.0,7859.0,1,0
PHerc0846B,12811,no-division,4132.12,4218.66,7859.0,7859.0,1,0
PHerc1203,1518,as-is,2056697.02,2793285.4,6844.0,6844.0,0,1
PHerc1203,1518,no-division,3728.02,747.4,6844.0,6844.0,1,0
PHerc1203,2211,as-is,3397.93,3051.61,6844.0,6844.0,1,0
PHerc1203,2211,no-division,3396.93,3049.61,6844.0,6844.0,1,0
PHerc1203,2904,as-is,3567.96,3152.8,6844.0,6844.0,1,0
PHerc1203,2904,no-division,3554.96,3061.8,6844.0,6844.0,1,0
PHerc1203,3597,as-is,3229.04,3373.64,6844.0,6844.0,1,0
PHerc1203,3597,no-division,3270.04,3428.64,6844.0,6844.0,1,0
PHerc1203,4290,as-is,3316.82,3200.45,6844.0,6844.0,1,0
PHerc1203,4290,no-division,3312.82,3201.45,6844.0,6844.0,1,0
PHerc1203,4983,as-is,-10621.24,34296.68,6844.0,6844.0,0,0
PHerc1203,4983,no-division,2510.76,3139.68,6844.0,6844.0,1,0
PHerc1203,5676,as-is,-135499.51,403613.3,6844.0,6844.0,0,1
PHerc1203,5676,no-division,3104.49,3405.3,6844.0,6844.0,1,0
PHerc1203,6369,as-is,2501.7,8856.75,6844.0,6844.0,0,0
PHerc1203,6369,no-division,3529.7,3569.75,6844.0,6844.0,1,0
PHerc1203,7062,as-is,2419.79,8885.87,6844.0,6844.0,0,0
PHerc1203,7062,no-division,3228.79,3799.87,6844.0,6844.0,1,0
PHerc1203,7755,as-is,2386.52,9461.33,6844.0,6844.0,0,0
PHerc1203,7755,no-division,3039.52,3706.33,6844.0,6844.0,1,0
PHerc1203,8448,as-is,2621.73,13668.46,6844.0,6844.0,0,0
PHerc1203,8448,no-division,3143.73,3726.46,6844.0,6844.0,1,0
PHerc1203,9141,as-is,3610.01,-1989.63,6844.0,6844.0,0,0
PHerc1203,9141,no-division,3079.01,3611.37,6844.0,6844.0,1,0
PHerc1203,9835,as-is,3616.22,322.37,6844.0,6844.0,1,0
PHerc1203,9835,no-division,2942.22,3689.37,6844.0,6844.0,1,0
PHerc1203,10528,as-is,4623.97,-285.34,6844.0,6844.0,0,0
PHerc1203,10528,no-division,3018.97,3728.66,6844.0,6844.0,1,0
PHerc1203,11221,as-is,2899.1,3341.14,6844.0,6844.0,1,0
PHerc1203,11221,no-division,2927.1,3366.14,6844.0,6844.0,1,0
PHerc1203,11914,as-is,3390.22,3232.1,6844.0,6844.0,1,0
PHerc1203,11914,no-division,3270.22,3175.1,6844.0,6844.0,1,0
PHerc1203,12607,as-is,3273.47,2892.01,6844.0,6844.0,1,0
PHerc1203,12607,no-division,3294.47,2878.01,6844.0,6844.0,1,0
PHerc1203,13300,as-is,3341.12,3086.28,6844.0,6844.0,1,0
PHerc1203,13300,no-division,3386.12,3046.28,6844.0,6844.0,1,0
PHerc1203,13993,as-is,3672.65,3506.59,6844.0,6844.0,1,0
PHerc1203,13993,no-division,3702.65,3460.59,6844.0,6844.0,1,0
PHerc1203,14686,as-is,3807.59,4013.38,6844.0,6844.0,1,0
PHerc1203,14686,no-division,3805.59,4000.38,6844.0,6844.0,1,0
PHerc1203,15379,as-is,3890.52,4190.72,6844.0,6844.0,1,0
PHerc1203,15379,no-division,3940.52,4331.72,6844.0,6844.0,1,0
PHerc1203,16072,as-is,3290.49,3057.02,6844.0,6844.0,1,0
PHerc1203,16072,no-division,4092.49,4324.02,6844.0,6844.0,1,0
PHerc1203,16765,as-is,3645.05,3975.48,6844.0,6844.0,1,0
PHerc1203,16765,no-division,3780.05,3955.48,6844.0,6844.0,1,0
PHerc1203,17458,as-is,3531.78,3545.73,6844.0,6844.0,1,0
PHerc1203,17458,no-division,3530.78,3707.73,6844.0,6844.0,1,0
PHerc1218,1859,as-is,3203.16,3673.67,7593.0,7593.0,1,0
PHerc1218,1859,no-division,3143.16,3917.67,7593.0,7593.0,1,0
PHerc1218,2708,as-is,3189.51,3275.59,7593.0,7593.0,1,0
PHerc1218,2708,no-division,2990.51,3488.59,7593.0,7593.0,1,0
PHerc1218,3557,as-is,2919.56,8309.98,7593.0,7593.0,0,0
PHerc1218,3557,no-division,3289.56,3436.98,7593.0,7593.0,1,0
PHerc1218,4406,as-is,2186.75,881.43,7593.0,7593.0,1,0
PHerc1218,4406,no-division,3315.75,1875.43,7593.0,7593.0,1,0
PHerc1218,5255,as-is,2692.47,-3156.86,7593.0,7593.0,0,0
PHerc1218,5255,no-division,3469.47,3853.14,7593.0,7593.0,1,0
PHerc1218,6104,as-is,5336.09,-7790.64,7593.0,7593.0,0,0
PHerc1218,6104,no-division,3252.09,4166.36,7593.0,7593.0,1,0
PHerc1218,6953,as-is,6722.95,-6688.66,7593.0,7593.0,0,0
PHerc1218,6953,no-division,4005.95,4422.34,7593.0,7593.0,1,0
PHerc1218,7802,as-is,3675.86,4124.17,7593.0,7593.0,1,0
PHerc1218,7802,no-division,3826.86,4438.17,7593.0,7593.0,1,0
PHerc1218,8651,as-is,3423.49,19148.6,7593.0,7593.0,0,0
PHerc1218,8651,no-division,3922.49,4207.6,7593.0,7593.0,1,0
PHerc1218,9500,as-is,4051.38,15285.99,7593.0,7593.0,0,0
PHerc1218,9500,no-division,4305.38,3919.99,7593.0,7593.0,1,0
PHerc1218,10349,as-is,4293.75,13902.61,7593.0,7593.0,0,0
PHerc1218,10349,no-division,4072.75,4098.61,7593.0,7593.0,1,0
PHerc1218,11198,as-is,4838.84,20107.34,7593.0,7593.0,0,0
PHerc1218,11198,no-division,4132.84,4272.34,7593.0,7593.0,1,0
PHerc1218,12048,as-is,23873.82,-1238478.59,7593.0,7593.0,0,1
PHerc1218,12048,no-division,3962.82,4457.41,7593.0,7593.0,1,0
PHerc1218,12897,as-is,-3789.46,-89810.73,7593.0,7593.0,0,0
PHerc1218,12897,no-division,4236.54,4364.27,7593.0,7593.0,1,0
PHerc1218,13746,as-is,6355.44,30299.24,7593.0,7593.0,0,0
PHerc1218,13746,no-division,3952.44,4392.24,7593.0,7593.0,1,0
PHerc1218,14595,as-is,6309.35,29578.73,7593.0,7593.0,0,0
PHerc1218,14595,no-division,3771.35,4169.73,7593.0,7593.0,1,0
PHerc1218,15444,as-is,-63882.91,-1287647.64,7593.0,7593.0,0,1
PHerc1218,15444,no-division,3876.09,4007.36,7593.0,7593.0,1,0
PHerc1218,16293,as-is,4865.54,19693.5,7593.0,7593.0,0,0
PHerc1218,16293,no-division,3869.54,3747.5,7593.0,7593.0,1,0
PHerc1218,17142,as-is,4730.44,11984.94,7593.0,7593.0,0,0
PHerc1218,17142,no-division,3129.44,3926.94,7593.0,7593.0,1,0
PHerc1218,17991,as-is,4978.6,9790.86,7593.0,7593.0,0,0
PHerc1218,17991,no-division,4246.6,3513.86,7593.0,7593.0,1,0
PHerc1218,18840,as-is,7386.9,38331.71,7593.0,7593.0,0,0
PHerc1218,18840,no-division,3522.9,3620.71,7593.0,7593.0,1,0
PHerc1218,19689,as-is,4220.39,-12107.94,7593.0,7593.0,0,0
PHerc1218,19689,no-division,3049.39,3625.06,7593.0,7593.0,1,0
PHerc1218,20538,as-is,3479.79,-4368.4,7593.0,7593.0,0,0
PHerc1218,20538,no-division,3097.79,3421.6,7593.0,7593.0,1,0
PHerc1218,21387,as-is,3356.44,3250.18,7593.0,7593.0,1,0
PHerc1218,21387,no-division,3258.44,3348.18,7593.0,7593.0,1,0
PHerc1447,1943,as-is,3739.23,6121.56,8343.0,8343.0,1,0
PHerc1447,1943,no-division,2701.23,3952.56,8343.0,8343.0,1,0
PHerc1447,2831,as-is,3293.31,4860.86,8343.0,8343.0,1,0
PHerc1447,2831,no-division,3300.31,4829.86,8343.0,8343.0,1,0
PHerc1447,3718,as-is,4757.91,2361.05,8343.0,8343.0,1,0
PHerc1447,3718,no-division,3446.91,4803.05,8343.0,8343.0,1,0
PHerc1447,4605,as-is,5184.34,1203.0,8343.0,8343.0,1,0
PHerc1447,4605,no-division,3670.34,4674.0,8343.0,8343.0,1,0
PHerc1447,5493,as-is,5271.86,749.64,8343.0,8343.0,1,0
PHerc1447,5493,no-division,3257.86,4361.64,8343.0,8343.0,1,0
PHerc1447,6380,as-is,5597.48,-306.32,8343.0,8343.0,0,0
PHerc1447,6380,no-division,3474.48,4162.68,8343.0,8343.0,1,0
PHerc1447,7267,as-is,5581.92,-1113.44,8343.0,8343.0,0,0
PHerc1447,7267,no-division,3721.92,3809.56,8343.0,8343.0,1,0
PHerc1447,8155,as-is,5225.28,22.58,8343.0,8343.0,1,0
PHerc1447,8155,no-division,3944.28,3613.58,8343.0,8343.0,1,0
PHerc1447,9042,as-is,5492.59,-791.76,8343.0,8343.0,0,0
PHerc1447,9042,no-division,3988.59,3690.24,8343.0,8343.0,1,0
PHerc1447,9930,as-is,5095.29,1046.61,8343.0,8343.0,1,0
PHerc1447,9930,no-division,3929.29,4040.61,8343.0,8343.0,1,0
PHerc1447,10817,as-is,3738.75,3537.0,8343.0,8343.0,1,0
PHerc1447,10817,no-division,3737.75,3551.0,8343.0,8343.0,1,0
PHerc1447,11704,as-is,4455.66,584.51,8343.0,8343.0,1,0
PHerc1447,11704,no-division,3855.66,3661.51,8343.0,8343.0,1,0
PHerc1447,12592,as-is,4213.45,-494.9,8343.0,8343.0,0,0
PHerc1447,12592,no-division,3499.45,3484.1,8343.0,8343.0,1,0
PHerc1447,13479,as-is,3674.89,-2782.81,8343.0,8343.0,0,0
PHerc1447,13479,no-division,3400.89,3222.19,8343.0,8343.0,1,0
PHerc1447,14366,as-is,3593.22,2901.97,8343.0,8343.0,1,0
PHerc1447,14366,no-division,3684.22,2924.97,8343.0,8343.0,1,0
PHerc1447,15254,as-is,6723.78,6527.84,8343.0,8343.0,1,0
